id,date_sold,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,sqft_basement,yr_built,year_renovated,zipcode,latitude,longitude
7766200013,11/08/2014,775000,4,2,4220,24186,1,3,1620,1984,0,98166,47.445,-122.347
7203220400,07/07/2014,861990,5,2,3595,5639,2,3,0,2014,0,98053,47.6848,-122.016
9270200160,28/10/2014,685000,3,1,1570,2280,2,3,0,1922,0,98119,47.6413,-122.364
1432701230,29/07/2014,309000,3,1,1280,9656,1,4,360,1959,0,98058,47.4485,-122.175
8035350320,18/07/2014,488000,3,2,3160,13603,2,3,0,2003,0,98019,47.7443,-121.977
8945200830,25/03/2015,210490,3,1,990,8528,1,3,0,1966,0,98023,47.3066,-122.371
4178300310,16/07/2014,785000,4,2,2290,13416,2,4,0,1981,0,98007,47.6194,-122.151
9215400105,28/04/2015,450000,3,1,1250,5963,1,4,0,1953,0,98115,47.6796,-122.301
822039084,11/03/2015,1350000,3,2,2753,65005,1,5,588,1953,0,98070,47.4041,-122.451
5245600105,16/09/2014,228000,3,1,1190,9199,1,3,0,1955,0,98148,47.4258,-122.322
7231300125,17/02/2015,345000,5,2,3150,9134,1,4,1510,1966,0,98056,47.4934,-122.189
7518505990,31/12/2014,600000,3,1,1410,4080,1,4,410,1950,0,98117,47.6808,-122.384
3626039271,05/02/2015,585000,2,1,1980,8550,1,3,990,1981,0,98117,47.6989,-122.369
4217401195,03/03/2015,920000,5,2,2730,6000,1,3,600,1927,0,98105,47.6571,-122.281
9822700295,12/05/2014,885000,4,2,2830,5000,2,3,0,1995,0,98105,47.6597,-122.29
9478500640,19/08/2014,292500,4,2,2250,4495,2,3,0,2008,0,98042,47.3663,-122.114
2799800710,07/04/2015,301000,3,2,2420,4750,2,3,0,2003,0,98042,47.3663,-122.122
7922800400,27/08/2014,951000,5,3,3250,14342,2,4,0,1968,0,98008,47.588,-122.116
8079040320,23/02/2015,430000,4,3,1850,9976,2,3,0,1991,0,98059,47.5059,-122.149
1516000055,10/12/2014,650000,3,2,2150,21235,1,4,560,1959,0,98166,47.4336,-122.339
9558200045,28/08/2014,289000,3,1,1260,8400,1,3,0,1954,0,98148,47.4366,-122.335
5072410070,21/10/2014,505000,3,1,2519,8690,2,5,0,1973,0,98166,47.4428,-122.344
9528102996,07/12/2014,549000,3,1,1540,1044,3,3,0,2014,0,98115,47.6765,-122.32
1189001180,03/06/2014,425000,3,2,1660,6000,1,3,550,1979,0,98122,47.6113,-122.297
3253500160,20/11/2014,317625,3,2,2770,3809,1,5,1000,1925,0,98144,47.5747,-122.304
3394100030,09/09/2014,975000,4,2,2720,11049,2,3,0,1989,0,98004,47.5815,-122.192
3717000160,09/10/2014,287000,4,2,2240,4648,2,3,0,2005,0,98001,47.3378,-122.257
1274500060,25/08/2014,204000,3,1,1000,12070,1,4,0,1968,0,98042,47.3621,-122.11
1802000060,12/06/2014,1325000,5,2,3200,20158,1,3,1600,1965,0,98004,47.6303,-122.215
1525059190,12/09/2014,1040000,5,3,4770,50094,1,4,1700,1973,0,98005,47.6525,-122.16
1049000060,05/01/2015,325000,3,2,1260,5612,1,4,0,1972,0,98034,47.7362,-122.179
8820901275,10/06/2014,571000,4,2,2750,7807,1,5,500,1916,0,98125,47.7168,-122.287
5416510140,10/07/2014,360000,4,2,2380,5000,2,3,0,2005,0,98038,47.3608,-122.036
3444100400,16/03/2015,349000,3,1,1790,50529,1,5,700,1965,0,98042,47.3511,-122.073
3276920270,05/11/2014,832500,4,4,3430,35102,2,4,1040,1986,0,98075,47.5822,-121.987
4036801170,13/10/2014,380000,4,1,1760,7300,1,3,880,1956,0,98008,47.6034,-122.125
2391600320,20/04/2015,480000,3,1,1040,5060,1,3,0,1941,0,98116,47.5636,-122.394
6300000287,09/06/2014,410000,3,1,1410,5060,1,4,500,1956,0,98133,47.7073,-122.34
1531000030,23/03/2015,720000,4,2,3450,39683,2,3,0,2002,0,98010,47.342,-122.025
5104520400,02/12/2014,390000,3,2,2350,5100,2,3,0,2003,0,98038,47.3512,-122.008
7437100340,22/12/2014,360000,4,2,1900,5889,2,3,0,1992,0,98038,47.349,-122.031
9418400240,28/10/2014,355000,2,1,2020,6720,1,3,1010,1948,0,98118,47.5474,-122.291
1523059105,28/01/2015,356000,3,1,1680,8712,1,3,0,1964,0,98059,47.4811,-122.149
1133000671,02/06/2014,315000,3,1,960,6634,1,3,0,1952,0,98125,47.7264,-122.31
4232902595,14/11/2014,940000,3,1,2140,3600,2,3,240,1925,0,98119,47.6337,-122.365
2599001200,03/11/2014,305000,5,2,2660,8400,1,5,0,1961,0,98092,47.2909,-122.189
3342103156,18/06/2014,461000,3,3,2770,6278,2,3,790,2006,0,98056,47.5228,-122.199
1332700270,19/05/2014,215000,2,2,1610,2040,2,4,0,1979,0,98056,47.518,-122.194
3869900162,04/09/2014,335000,2,1,1030,1066,2,3,265,2006,0,98136,47.5394,-122.387
2791500270,22/05/2014,243500,4,2,1980,7403,2,3,0,1988,0,98023,47.2897,-122.372
5036300431,11/03/2015,1099880,5,2,3520,6353,2,4,0,2001,0,98199,47.6506,-122.391
4168000060,26/02/2015,153000,3,1,1200,10500,1,3,0,1962,0,98023,47.322,-122.351
6021501535,25/07/2014,430000,3,1,1580,5000,1,3,290,1939,0,98117,47.687,-122.386
6021501535,23/12/2014,700000,3,1,1580,5000,1,3,290,1939,0,98117,47.687,-122.386
1483300570,08/09/2014,905000,4,2,3300,10250,1,3,910,1946,1991,98040,47.5873,-122.249
3422049190,30/03/2015,247500,3,1,1960,15681,1,3,0,1967,0,98032,47.3576,-122.277
1099611230,12/09/2014,199000,4,1,1160,6400,1,4,0,1975,0,98023,47.3036,-122.378
722079104,11/07/2014,314000,3,1,1810,41800,1,5,600,1980,0,98038,47.4109,-121.958
7338200240,16/05/2014,437500,3,2,2320,36847,2,3,0,1992,0,98045,47.4838,-121.714
1952200240,11/06/2014,850830,3,2,2070,13241,1,5,800,1910,0,98102,47.6415,-122.315
5200100125,27/10/2014,555000,3,2,1980,3478,1,4,540,1929,0,98117,47.6775,-122.372
7214720075,12/12/2014,699950,3,2,2190,107593,2,4,0,1983,0,98077,47.7731,-122.08
2450000295,07/10/2014,1088000,3,2,2920,8113,2,3,0,1950,2010,98004,47.5814,-122.196
6197800045,24/09/2014,290000,3,1,1210,33919,1,3,0,1954,0,98058,47.4375,-122.184
1328310370,02/04/2015,375000,3,2,2340,10005,1,4,880,1978,0,98058,47.4431,-122.133
546000875,23/05/2014,460000,3,1,1670,4005,1,4,500,1939,0,98117,47.6878,-122.38
3530510041,23/07/2014,188500,2,1,1240,2493,1,4,0,1985,0,98198,47.3813,-122.322
1853000400,05/03/2015,680000,4,2,3140,28037,2,4,0,1991,0,98077,47.7304,-122.082
3134100116,27/08/2014,470000,5,1,2030,12342,2,4,0,1942,0,98052,47.6417,-122.109
9545230140,25/07/2014,597750,4,2,2310,9624,2,3,0,1984,0,98027,47.5386,-122.053
3362400511,04/03/2015,570000,3,1,1260,3328,1,5,560,1905,0,98103,47.6823,-122.349
2525310310,16/09/2014,272500,3,1,1540,12600,1,4,380,1980,0,98038,47.3624,-122.031
6126500060,24/11/2014,329950,3,1,2080,5969,1,3,1000,1971,0,98108,47.5474,-122.295
8961960160,28/10/2014,480000,4,2,3230,16171,2,3,710,2001,0,98001,47.3183,-122.253
3626039325,21/11/2014,740500,3,3,4380,6350,2,3,1600,1900,1999,98117,47.6981,-122.368
3362400431,26/06/2014,518500,3,3,1590,1102,3,3,0,2010,0,98103,47.6824,-122.347
4060000240,23/06/2014,205425,2,1,880,6780,1,4,0,1945,0,98178,47.5009,-122.248
3454800060,08/01/2015,171800,4,2,1570,9600,1,3,0,1950,0,98168,47.4965,-122.303
1695900060,11/05/2015,535000,4,1,1610,2982,1,4,0,1925,0,98144,47.587,-122.294
7278700070,02/01/2015,660000,3,2,2400,6474,1,3,840,1964,0,98177,47.7728,-122.386
6675500070,19/11/2014,391500,3,2,1450,9132,1,3,0,1987,0,98034,47.7288,-122.226
3626039187,06/04/2015,395000,2,1,770,6000,1,3,0,1953,0,98117,47.6999,-122.364
3524049083,04/11/2014,445000,4,1,2100,4400,1,5,380,1924,0,98118,47.5299,-122.266
3275860240,18/06/2014,770000,3,2,2910,10204,2,3,0,1990,0,98052,47.6897,-122.098
4389200955,02/03/2015,1450000,4,2,2750,17789,1,3,770,1914,1992,98004,47.6141,-122.212
4058801670,17/07/2014,445000,3,2,2100,8201,1,3,480,1967,0,98178,47.5091,-122.244
8732020310,17/07/2014,260000,4,2,2160,8811,1,3,800,1978,0,98023,47.3129,-122.39
2331300505,13/06/2014,822500,5,3,2320,4960,2,5,600,1926,0,98103,47.6763,-122.352
7853210060,06/04/2015,430000,4,2,2070,4310,2,3,0,2004,0,98065,47.5319,-121.85
3668000070,05/01/2015,212000,3,1,1060,7875,1,4,0,1986,0,98092,47.2761,-122.152
9545240070,28/04/2015,660500,4,2,2010,9603,1,3,570,1986,0,98027,47.5343,-122.054
1243100136,12/06/2014,784000,3,3,3950,111078,1,3,1490,1989,0,98052,47.697,-122.072
8929000270,12/05/2014,453246,3,2,2010,2287,2,3,620,2014,0,98029,47.5517,-121.998
2767602356,26/01/2015,675000,4,3,2140,2278,3,3,0,2005,0,98107,47.6734,-122.38
921049315,13/08/2014,199000,3,1,1320,17390,1,4,0,1956,0,98003,47.3257,-122.296
3655000070,05/08/2014,220000,4,1,2020,7840,1,3,1010,1968,0,98003,47.3309,-122.299
4027700812,29/05/2014,452000,4,2,2590,10002,1,4,1250,1968,0,98028,47.7689,-122.266
3992700335,07/07/2014,382500,2,1,1190,4440,1,3,0,1981,0,98125,47.7135,-122.287
2767603505,07/05/2014,519950,3,2,1170,1249,3,3,0,2014,0,98107,47.6722,-122.381
4232901525,27/06/2014,665000,2,1,1110,3200,1,3,0,1925,0,98119,47.6338,-122.358
1777500060,08/07/2014,527700,5,2,2820,9375,1,4,1270,1968,0,98006,47.5707,-122.128
1432900240,08/05/2015,205000,3,1,1610,8579,1,4,600,1962,0,98058,47.4563,-122.171
6140100875,15/04/2015,420000,3,1,1060,8097,1,4,120,1923,0,98133,47.7144,-122.351
6071600370,27/02/2015,500000,4,2,2030,8517,1,4,650,1961,0,98006,47.5495,-122.174
1526069017,03/12/2014,921500,4,2,3670,315374,2,4,0,1994,0,98077,47.7421,-122.026
809001525,25/06/2014,890000,4,1,2550,4000,2,3,180,1905,0,98109,47.6354,-122.353
3224079105,06/08/2014,430000,2,2,2420,60984,2,3,0,2007,0,98027,47.5262,-121.943
8075400570,30/10/2014,258000,5,2,2260,12500,1,4,1130,1960,0,98032,47.3887,-122.286
1994200024,04/11/2014,511000,3,1,1430,3455,1,3,450,1947,0,98103,47.6873,-122.336
3362900810,20/08/2014,532170,3,2,1360,3090,2,3,0,1990,0,98103,47.6838,-122.353
1324300398,09/04/2015,560000,3,1,1110,5000,1,3,0,1947,0,98107,47.655,-122.359
537000445,31/03/2015,282950,3,1,1250,8200,1,4,0,1954,0,98003,47.3255,-122.304
7855801670,01/04/2015,2250000,4,3,5180,19850,2,3,1640,2006,0,98006,47.562,-122.162
7920100045,16/05/2014,350000,1,1,700,5100,1,3,0,1942,0,98115,47.679,-122.3
8960000030,28/07/2014,215000,3,1,1180,7669,1,4,0,1967,0,98058,47.4479,-122.176
6388930390,20/11/2014,650000,5,3,3960,25245,2,3,1460,1996,0,98056,47.525,-122.172
8731900200,07/08/2014,320000,4,2,2640,7500,1,3,1020,1967,0,98023,47.3135,-122.369
8029200135,13/11/2014,247000,3,2,1270,7198,1,3,0,1916,2013,98022,47.2086,-121.996
1081200350,03/10/2014,320000,4,1,1760,11180,1,4,0,1968,0,98059,47.4715,-122.118
84000105,07/05/2014,255000,5,2,2060,8632,1,3,1030,1962,0,98146,47.4877,-122.335
3756500060,09/03/2015,438000,3,1,1780,9660,1,3,0,1962,0,98034,47.7171,-122.193
7215720160,04/03/2015,900000,3,2,3400,16603,2,3,0,2000,0,98075,47.6012,-122.023
3574800520,20/06/2014,441000,3,2,1910,7280,1,3,750,1979,0,98034,47.7319,-122.224
2617300160,12/08/2014,420000,3,2,2020,38332,1,4,1010,1975,0,98027,47.4582,-122.023
2558660270,08/12/2014,370000,3,1,1580,7000,1,3,400,1976,0,98034,47.7209,-122.168
2009000370,19/02/2015,269950,2,1,1340,7250,1,5,640,1949,0,98198,47.408,-122.327
1836980160,24/03/2015,807100,4,2,2680,4499,2,3,0,1999,0,98006,47.565,-122.125
3261020370,05/06/2014,653000,3,2,2680,9750,1,4,1070,1979,0,98034,47.7028,-122.231
1755700060,11/06/2014,371500,3,2,1370,8336,1,5,0,1964,0,98133,47.7458,-122.331
4330600435,16/03/2015,284000,3,1,1560,21000,1,3,0,1954,0,98166,47.4776,-122.337
9542800700,02/01/2015,272000,3,1,2160,7140,1,4,490,1978,0,98023,47.3026,-122.374
1999700045,02/05/2014,313000,3,1,1340,7912,1,3,0,1955,0,98133,47.7658,-122.339
1762600070,16/01/2015,917500,4,2,3880,35003,2,3,1310,1984,0,98033,47.6477,-122.182
1687900520,29/09/2014,673000,4,2,2590,8190,2,4,0,1980,0,98006,47.5619,-122.125
7234600798,10/02/2015,425000,3,2,1120,1100,2,3,300,2008,0,98122,47.6106,-122.31
3881900445,09/07/2014,399950,5,2,1970,5400,1,3,650,1986,0,98144,47.5868,-122.308
2254502445,30/05/2014,385000,3,1,1220,4800,1,3,0,1901,0,98122,47.6101,-122.307
5437810320,17/11/2014,269950,3,1,1950,7560,1,4,630,1975,0,98022,47.1976,-121.999
9158100075,07/01/2015,330000,2,1,1350,8220,1,3,290,1949,0,98177,47.7224,-122.358
3830630310,25/07/2014,260000,3,2,1670,5797,2,3,0,1988,0,98030,47.3505,-122.179
8123100045,14/04/2015,470000,4,3,2380,5125,1,4,700,1925,0,98126,47.5384,-122.376
3127200041,13/06/2014,589000,4,3,2440,9600,2,5,0,1961,0,98034,47.7044,-122.2
6661200320,23/07/2014,163500,2,1,1050,3419,2,3,0,1996,0,98038,47.3848,-122.039
11510310,05/09/2014,835000,4,2,3130,13412,2,3,990,1993,0,98052,47.6993,-122.102
825059270,21/11/2014,1095000,5,3,4090,12850,1,4,2000,1986,0,98033,47.6627,-122.188
8731951370,15/04/2015,269000,4,1,1490,10000,1,4,390,1969,0,98023,47.3099,-122.379
1954440060,05/05/2014,560000,3,2,1900,8744,2,3,0,1987,0,98074,47.62,-122.043
2264500350,18/04/2015,615000,4,1,1330,2400,1,4,0,1901,0,98103,47.65,-122.34
1115810060,05/12/2014,585188,3,2,2230,10026,1,3,800,1975,0,98052,47.6647,-122.153
9477200200,18/08/2014,305000,3,1,1650,9480,1,3,430,1977,0,98034,47.726,-122.191
1432600560,05/11/2014,166950,3,1,1190,8820,1,3,0,1959,0,98058,47.4616,-122.184
2287000060,12/09/2014,799000,3,2,2140,9897,1,4,0,1959,0,98040,47.5505,-122.219
3663500060,25/06/2014,400000,3,2,2180,7508,1,4,760,1962,0,98133,47.7606,-122.336
3996900125,01/12/2014,230000,3,1,1060,10228,1,3,0,1948,0,98155,47.7481,-122.3
7796450200,15/05/2014,256883,3,2,1690,5025,2,3,0,2003,0,98023,47.2779,-122.347
7549802535,11/11/2014,423000,4,2,1970,6480,1,5,840,1920,0,98108,47.5511,-122.312
3278600320,23/07/2014,465000,3,2,2150,4084,2,3,0,2007,0,98126,47.5488,-122.372
2824079053,13/01/2015,440000,3,2,1910,66211,2,3,0,1997,0,98024,47.5385,-121.911
1222069094,14/10/2014,385000,3,1,1350,155073,1,4,0,1969,0,98038,47.4058,-121.994
3542300060,11/03/2015,210000,3,1,860,11725,1,4,0,1943,0,98056,47.5093,-122.184
2222059065,12/11/2014,297000,3,2,1940,14952,2,3,0,1994,0,98042,47.3777,-122.165
7551300060,16/07/2014,470000,3,1,1010,5000,1,3,0,1952,0,98107,47.675,-122.394
100600550,04/08/2014,226500,3,1,1300,7370,1,4,400,1976,0,98023,47.3025,-122.37
3211100860,03/03/2015,274250,3,1,910,8450,1,4,0,1962,0,98059,47.4787,-122.158
3456000310,04/08/2014,840000,4,1,2480,11010,1,4,850,1966,0,98040,47.5378,-122.219
9526600140,19/09/2014,677900,3,2,2440,4587,2,3,0,2010,0,98052,47.7073,-122.114
7465900060,05/02/2015,425000,3,1,1010,5864,1,3,0,1915,0,98116,47.5733,-122.381
1222000055,23/11/2014,180250,2,0,900,9600,1,3,0,1941,0,98166,47.4604,-122.339
6300000550,17/07/2014,464000,6,3,2300,3404,2,3,700,1920,1994,98133,47.7067,-122.343
2310030510,22/04/2015,320000,4,2,1550,7579,2,3,0,1993,0,98038,47.354,-122.047
1025049114,17/07/2014,625504,3,2,1270,1566,2,3,210,2014,0,98105,47.6647,-122.284
8677300550,15/05/2014,592500,4,2,2240,12032,1,3,0,1983,0,98074,47.6143,-122.017
4014400292,14/01/2015,465000,3,2,2714,17936,2,3,0,2005,0,98001,47.3185,-122.275
1102000196,27/05/2014,477000,4,2,1720,6270,2,3,0,1978,0,98118,47.5458,-122.268
257000138,15/01/2015,280000,2,1,850,16400,1,3,0,1923,0,98168,47.4889,-122.299
46100204,21/02/2015,1505000,5,3,3300,33474,1,3,1430,1957,1991,98040,47.5673,-122.21
1909600046,03/07/2014,445838,3,2,2250,5692,2,3,0,2000,0,98146,47.5133,-122.379
1250202145,28/08/2014,1072000,2,2,3900,14864,1,3,1950,1947,0,98144,47.5884,-122.291
7611200125,23/10/2014,467000,2,1,1320,10800,1,4,0,1947,0,98177,47.7145,-122.367
5611500140,22/08/2014,686000,4,2,2760,6440,2,3,0,1999,0,98075,47.5836,-122.026
7138000260,05/06/2014,279950,3,2,1750,9750,1,3,400,1961,0,98198,47.398,-122.299
626059335,04/09/2014,527000,4,2,2330,19436,2,3,0,1987,0,98011,47.7663,-122.215
1922059282,18/09/2014,325000,3,2,2220,16020,1,4,440,1966,0,98030,47.3758,-122.217
705700390,03/09/2014,328000,3,2,2020,8379,2,3,0,1994,0,98038,47.3828,-122.023
7454001200,04/06/2014,390000,3,2,1250,7500,1,5,0,1942,0,98146,47.5123,-122.373
8682281200,09/03/2015,479950,2,2,1510,6516,1,3,0,2005,0,98053,47.7076,-122.013
7972000200,29/05/2014,264950,4,2,1720,9753,1,4,600,1978,0,98023,47.2922,-122.371
722059070,15/01/2015,235000,3,1,1430,15246,1,4,450,1961,0,98031,47.4075,-122.214
7202340400,03/03/2015,516500,3,2,1480,4729,2,3,0,2004,0,98053,47.6794,-122.034
8096000060,13/04/2015,655000,2,1,1450,15798,2,3,220,1915,1978,98166,47.4497,-122.375
2424000060,16/06/2014,500000,4,2,2280,15347,1,5,0,1960,0,98059,47.5218,-122.164
9264902050,21/11/2014,315000,6,2,2940,7350,1,3,1160,1978,0,98023,47.3103,-122.339
943100260,20/11/2014,213000,2,1,1000,10200,1,3,0,1961,0,98024,47.5687,-121.899
3677400445,02/09/2014,475000,3,1,2480,5280,1,5,860,1947,0,98108,47.5575,-122.303
1762600320,10/06/2014,1025000,5,4,3760,28040,2,3,0,1983,0,98033,47.6489,-122.183
4058000060,09/04/2015,416000,3,2,2220,94300,1,5,580,1976,0,98010,47.3459,-121.95
7228500560,20/03/2015,410000,4,1,1970,4740,1,3,300,1904,2005,98122,47.6136,-122.303
326069104,01/07/2014,800000,3,3,3830,221284,2,3,300,1993,0,98077,47.7641,-122.023
5152100060,29/05/2014,472000,6,2,4410,14034,1,4,2060,1965,0,98003,47.3376,-122.324
3584000310,08/12/2014,225000,3,1,1430,8505,1,4,0,1968,0,98003,47.3173,-122.319
8150100045,01/10/2014,210000,2,1,830,6000,1,3,0,1940,0,98126,47.5308,-122.376
1868901275,27/01/2015,455000,2,1,1430,5000,1,2,0,1925,0,98115,47.6727,-122.299
6131600075,27/04/2015,225000,3,1,1300,8316,1,4,0,1954,0,98002,47.3221,-122.216
9468200125,26/08/2014,480000,2,1,1030,3060,1,4,240,1918,0,98103,47.6779,-122.353
8029510030,12/02/2015,363000,3,2,2740,11872,2,3,0,1990,0,98023,47.3076,-122.395
2025069065,29/09/2014,2400000,4,2,3650,8354,1,3,1820,2000,0,98074,47.6338,-122.072
7899800890,26/02/2015,181000,2,1,720,5120,1,3,0,1954,0,98106,47.5218,-122.357
3021059276,14/03/2015,250000,4,2,2010,7312,1,4,0,1976,0,98002,47.2785,-122.213
3797001895,22/04/2015,481000,3,1,1560,3000,1,4,790,1918,0,98103,47.6846,-122.345
3832710960,23/09/2014,260000,3,2,1810,7209,1,4,570,1978,0,98032,47.3656,-122.278
1310430400,13/05/2014,455000,4,2,3360,7685,2,3,0,2001,0,98058,47.4369,-122.111
1422300030,01/04/2015,415000,3,2,1510,36224,2,3,0,1991,0,98045,47.4616,-121.711
1105000588,21/04/2015,349500,3,1,1400,3538,1,3,600,1953,0,98118,47.5405,-122.27
3830630060,29/09/2014,245000,3,2,1730,7442,2,3,0,1987,0,98030,47.3507,-122.178
5101404898,19/05/2014,592500,2,2,1420,9191,1,5,0,1928,0,98115,47.6979,-122.32
7972601890,20/10/2014,385000,4,1,2360,7620,1,4,1180,1955,0,98106,47.5278,-122.345
5127001620,11/02/2015,315000,3,1,1580,11455,1,4,380,1974,0,98059,47.4756,-122.147
9407100800,24/11/2014,255000,3,1,1230,10170,1,3,0,1979,0,98045,47.4437,-121.772
1873100060,29/08/2014,693000,4,2,2460,4425,2,3,0,2006,0,98052,47.7048,-122.109
8722101360,02/12/2014,780000,3,1,1660,4400,1,3,200,1911,0,98112,47.6362,-122.302
8644000060,24/10/2014,237000,3,1,1270,8470,1,4,0,1960,0,98198,47.4207,-122.29
3325069129,16/12/2014,525000,3,2,2100,40510,2,3,780,1979,0,98074,47.6154,-122.047
1400300055,28/04/2015,425000,2,1,770,5040,1,3,0,1930,0,98144,47.5964,-122.299
2123039032,27/10/2014,369900,1,0,760,10079,1,5,0,1936,0,98070,47.4683,-122.438
8078560140,19/05/2014,290000,4,2,1700,7280,2,4,0,1988,0,98031,47.4045,-122.171
3438500192,29/09/2014,285000,3,1,1120,10701,1,3,0,1954,0,98106,47.5544,-122.358
7974200510,14/08/2014,415000,2,1,1070,4500,1,3,0,1937,0,98115,47.6802,-122.29
2557000400,09/04/2015,272500,3,2,2070,9900,1,3,650,1979,0,98023,47.2988,-122.371
7960900060,04/05/2015,2900000,4,3,5050,20100,1,3,300,1982,2008,98004,47.6312,-122.223
4054500390,07/10/2014,1365000,4,4,5310,57346,2,4,0,1989,0,98077,47.7285,-122.042
6378500125,01/05/2015,436000,2,1,1040,7538,1,4,0,1939,0,98133,47.7107,-122.352
1745100140,17/10/2014,210000,3,1,1700,11390,1,4,0,1967,0,98003,47.3271,-122.323
2976800796,25/09/2014,236000,3,1,1300,5898,1,3,0,1961,0,98178,47.5053,-122.255
4235400186,24/11/2014,331000,3,1,1080,1306,1,3,500,1954,2003,98199,47.6601,-122.4
4215100060,20/03/2015,365000,3,2,2653,4510,2,3,0,2006,0,98031,47.4145,-122.166
9189700045,27/01/2015,450000,3,2,2290,16258,1,5,0,1960,0,98058,47.4672,-122.165
1126049053,13/11/2014,770000,4,2,3820,26300,2,3,970,2014,0,98028,47.7618,-122.261
2022069200,05/05/2015,455000,4,2,2210,49375,1,3,0,1997,0,98038,47.3828,-122.071
9412900055,05/05/2015,405000,3,1,2390,6000,1,3,1150,1908,0,98118,47.5362,-122.268
1722059235,03/07/2014,304900,4,1,2600,11325,1,4,990,1969,0,98031,47.3954,-122.206
6874200960,27/02/2015,170000,2,1,860,5265,1,3,0,1931,0,98178,47.5048,-122.272
